status,id,evaluation_id,student_id,school_id,rule_id,alert_type,severity,title,message,risk_score,risk_level,data,acknowledged_by,acknowledged_at,resolved_by,resolved_at,resolution_notes,intervention_id,cooldown_key,created_at,updated_at
resolved,23b881a3-bea5-43bf-089e-788b2bcfd2e6,778368ea-6484-4c2a-ced0-bf3535db3e70,4b7cf6ad-bee5-43d3-4470-e6643cf6983e,eb97341d-2385-4175-9a86-c3256608e18e,sample_text_383,grade_decline,info,Behavior incidents increasing,sample_text_3360,354.25,critical,sample_text_3566,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,2025-08-08T20:16:55.710Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2025-07-24T13:31:40.491Z,sample_text_2106,01063723-1de5-41a1-e5d1-0089f90f19b6,sample_text_7565,2026-02-25T16:17:49.278Z,2025-11-18T23:35:55.839Z
resolved,811338ad-2e9e-4a15-0f5b-c7f85b2fb0e2,1fb34f52-1556-4251-7d57-7df3c6d13cca,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,b9a92613-a49f-49ac-02ac-12389b77c55c,sample_text_1315,attendance_drop,info,Behavior incidents increasing,sample_text_1690,336.36,at_risk,sample_text_5767,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,2026-02-17T01:12:19.110Z,9b6a74d9-b351-48c9-fd99-3ea43ff586df,2025-05-16T05:00:42.238Z,sample_text_3949,da56bf9e-670d-458d-06b7-c28efe44bae9,sample_text_8891,2026-03-26T10:50:19.051Z,2026-03-30T23:03:46.693Z
acknowledged,b9621fa5-6c96-451c-deb6-dbcb52c3253b,efd9d40a-e65b-4d75-47ca-0c05d9259a97,ab6bc2eb-0064-48a7-7f0c-9a1783bcd064,3f4d6f7d-05f7-4310-de9f-ae93e46984db,sample_text_8901,grade_decline,urgent,Attendance dropped below 90%,sample_text_265,43.59,at_risk,sample_text_7577,d9edb57f-a55c-4a07-df66-d6f8356c9964,2025-07-24T14:38:58.979Z,2f694710-7063-42cd-b6b6-33ab87581536,2025-08-31T09:50:20.290Z,sample_text_8408,e4ebc728-43de-4dc6-8cfd-0a6e04ab4faf,sample_text_8362,2025-10-02T01:10:04.061Z,2025-09-14T16:48:39.970Z
resolved,7cc62a17-cedf-435b-3983-252082995f35,b1fd2412-84b1-4094-78a7-6f859842a4e8,12c936b7-76a2-4244-3342-f64b193771af,1eca3985-996e-497f-4644-294968d742b8,sample_text_4379,trend_warning,urgent,Student at risk of chronic absence,sample_text_2002,193.76,critical,sample_text_2992,fa8263d2-b6b1-4514-4f07-6307b13d93f7,2025-05-21T10:22:05.811Z,03983122-261d-403c-9284-32860383f137,2026-01-27T03:22:20.274Z,sample_text_1701,36a2bd98-8d6a-422c-04cc-be071c7128f3,sample_text_7413,2025-06-26T03:21:27.672Z,2026-02-24T19:14:42.829Z
resolved,9d4f5e0e-822f-4c4b-3d6e-dee29b4dd8b3,8c0f8e45-962d-4307-85e2-6d1b2535acd0,8896db36-2d61-437b-b2c1-dc033ac04606,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,sample_text_7314,attendance_drop,warning,Rapid decline in math performance,sample_text_8041,99.53,at_risk,sample_text_9124,699866f4-eda9-4222-4727-7702d9d050eb,2025-06-12T06:37:52.678Z,02eac898-e03e-4ede-7167-c2b3f40e7d1a,2026-03-21T05:58:54.975Z,sample_text_914,56ce6d7a-11a7-4010-eed8-0ac222e7299e,sample_text_2950,2025-08-14T21:35:01.863Z,2025-08-12T09:23:54.224Z
resolved,c65f86ca-9ae9-45b6-dc33-66efd3237d92,4d2e0947-f33e-4981-4a9c-de361886c27d,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,16c0f045-ad9e-4d23-8922-374a2534b914,sample_text_1872,consecutive_absences,urgent,Intervention overdue for review,sample_text_4978,140.19,at_risk,sample_text_3841,cb8fa579-1a0f-4b56-d0df-17115e069361,2026-04-01T09:26:30.489Z,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,2026-01-03T05:14:07.594Z,sample_text_7856,e0b5f5e4-afd9-462e-ec04-fb5455b210a3,sample_text_6886,2026-01-23T03:44:31.043Z,2025-12-09T19:23:48.211Z
new,6af61aa1-933f-4f64-02b8-4640de829990,17dfb096-9be0-4396-20e8-d6821cf141a1,b913d05c-d452-4b8d-58bc-5af42ecc92ad,e394ca10-b5a0-45cc-8730-3524aff8641a,sample_text_7085,attendance_drop,urgent,3+ consecutive absences,sample_text_9096,673.45,at_risk,sample_text_5797,4983674c-e15e-4015-0eb3-50b01d7810f8,,01576ed3-e96e-415a-7c79-d2b4e79c9251,,,0a9e3ade-a1f9-402f-d989-08906f23513d,sample_text_6054,2025-10-20T22:12:53.639Z,2025-07-18T03:50:19.767Z
resolved,dffadb8e-7082-4356-3b19-6e28e6513e09,434f54d2-0de2-448e-3aa6-31e89513afed,b913d05c-d452-4b8d-58bc-5af42ecc92ad,e536d26c-1212-499f-3401-979cc6978147,sample_text_8436,chronic_absence,urgent,Student at risk of chronic absence,sample_text_6293,886.11,at_risk,sample_text_868,a7fdde05-87ad-4532-1887-2448d13ec652,2025-07-16T05:47:01.392Z,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,2025-08-25T08:23:44.931Z,sample_text_2879,31fb5354-049b-46e1-41fa-bbca63b07359,sample_text_5853,2025-11-26T09:58:35.113Z,2025-10-10T07:27:07.570Z
dismissed,94f84433-36e2-402c-1d27-2b9c16cef5a8,7cdc6961-bc88-447b-385f-88d4a914fb17,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,5eca5363-069f-462b-ef13-7dba299c99d9,sample_text_3294,chronic_absence,urgent,3+ consecutive absences,sample_text_7375,746.11,critical,sample_text_2014,65b719d4-a6d4-4c9f-1165-ea0ebe168811,2026-01-30T07:53:45.015Z,8a0aa082-f148-423d-fd6f-c28d86c0215a,2025-09-02T03:40:52.709Z,sample_text_8895,5650edea-48a1-43b0-e4d1-f31c189db61d,sample_text_4868,2025-06-12T10:59:47.690Z,2026-03-16T20:20:18.375Z
acknowledged,a8c28ade-62cb-4a8a-38fe-c7eb97012ed1,06e56de8-800d-4fac-3f83-8f31d0d19019,44e96aef-1775-4e8c-e285-02e0cadba8e3,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_9009,new_risk_detected,urgent,Student at risk of chronic absence,sample_text_7299,486.31,critical,sample_text_9499,760e9861-7716-4fc7-6676-f5213f248cda,2026-02-04T11:52:13.478Z,af45888d-3cda-415b-1d81-91022a417bde,2025-10-01T08:07:28.988Z,sample_text_8132,01063723-1de5-41a1-e5d1-0089f90f19b6,sample_text_6372,2025-08-18T10:36:37.277Z,2025-07-07T07:12:53.626Z
resolved,5444956e-cb5c-4c73-79da-88e2819c55a4,36f9780f-037f-443b-bc8c-6b69ac8d1f0d,ca649c96-10ee-4d76-dcea-e4beca9603df,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_6213,trend_warning,urgent,Intervention overdue for review,sample_text_4335,646.52,critical,sample_text_4995,b68d9d85-277a-4f14-1564-cbb9598388f9,2025-07-03T16:26:24.436Z,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,2025-07-13T13:29:40.071Z,sample_text_7476,7b01d302-0a70-4c31-f833-da69c718f73d,sample_text_3138,2026-01-27T01:02:00.653Z,2025-12-30T10:37:31.036Z
resolved,b067235a-ffe2-4c21-9d57-7f8c01522096,9d09d6ae-99a1-4efd-db2a-c77cd06ea491,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,2a4e5e57-fab3-47be-aa17-438ff8cedd26,sample_text_1463,new_risk_detected,urgent,Missing assignment rate above 20%,sample_text_4872,296.51,at_risk,sample_text_2474,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,2025-05-13T00:59:23.687Z,4983674c-e15e-4015-0eb3-50b01d7810f8,2025-09-11T13:33:27.345Z,sample_text_893,b67c6dd5-03b5-49d6-f6fa-91a5dcce714c,sample_text_6929,2025-10-20T04:04:45.500Z,2026-03-18T17:07:04.066Z
new,a483ae51-598e-4a39-e9ba-7ddd1419d7ba,008c625b-bfe5-4a02-433e-71074f128952,83c0f5a4-11a8-4b1f-5064-e6047d878674,3f4d6f7d-05f7-4310-de9f-ae93e46984db,sample_text_3306,chronic_absence,warning,Grade decline detected,sample_text_3155,248.34,at_risk,sample_text_4593,621e454c-d590-4953-4dc4-27d658cef254,,2f694710-7063-42cd-b6b6-33ab87581536,,,7278e65a-9c24-4acf-5b35-796f64dbce30,sample_text_8394,2025-04-14T20:34:24.285Z,2025-05-02T02:32:53.351Z
resolved,ebf4ba49-eeef-44c9-0a29-abb2d1c76efd,c991dcf3-576c-4620-cfc0-0fc16d8734e1,3e4e588f-bb13-48f9-ae27-231d699b174f,2e842555-494e-4eac-25b2-d2a4430cc9ed,sample_text_1567,rapid_decline,critical,Missing assignment rate above 20%,sample_text_658,494.41,critical,sample_text_2259,03983122-261d-403c-9284-32860383f137,2025-06-17T00:39:49.942Z,7a4c360c-bb74-4deb-f15e-c8b948e7a622,2026-02-01T02:34:03.596Z,sample_text_221,ff7b5b59-28e3-4c72-312f-ad72de847623,sample_text_3437,2025-12-11T04:52:11.129Z,2026-03-17T13:32:10.361Z
in_review,77418ec0-5fa4-4cd0-9b8e-111c03a75ee1,97ea6cd1-990f-49d6-a669-f4588067a19a,44e91cce-ea65-438a-461a-9f0cf86acc81,f0fe80e2-ee98-4631-fd46-bedaa4937130,sample_text_6931,threshold_breach,urgent,Attendance dropped below 90%,sample_text_2168,752.26,at_risk,sample_text_1008,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,2025-05-11T15:41:33.560Z,db60da3b-65f5-43f8-0cf6-3a1af6e416bd,2026-01-17T20:10:56.156Z,sample_text_2061,7cd8bff5-4341-4461-ae03-af249bc974f9,sample_text_5833,2025-06-17T16:07:47.988Z,2026-04-01T16:19:14.750Z
new,8b3bb9d5-2cd6-4bd6-4ffb-a2eac0295685,e955feb3-c0a6-4bde-600d-e8aada68a440,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_4314,chronic_absence,critical,Intervention overdue for review,sample_text_3464,985.03,critical,sample_text_735,b3ab5a31-3db7-455f-604b-d752ad0d37c7,,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,,,8f80124e-7fab-4583-99a9-6b1f15ac293c,sample_text_7812,2025-04-17T18:42:39.781Z,2026-03-02T14:09:43.226Z
acknowledged,767a4669-119b-455d-de89-be4555d3b990,5baabdca-df59-49d7-4a26-081d8f60e168,7b4e9cee-f4ce-4983-6f42-9424ff347d5a,aed83b90-feeb-480d-e57c-176768104c81,sample_text_6773,rapid_decline,urgent,3+ consecutive absences,sample_text_2869,529.08,critical,sample_text_1491,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,2025-12-23T04:49:26.253Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2026-02-13T21:30:19.272Z,sample_text_520,53d17442-b477-40dd-7421-38a81cb807b4,sample_text_680,2025-08-19T10:55:23.184Z,2025-07-27T08:03:08.702Z
resolved,18077b6e-9a4f-4a53-17f2-9084fce3b878,5d5b144b-aa1c-4749-4726-bf88429c18f8,7abd7935-415a-4e5c-0200-73c72eee9749,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_2408,consecutive_absences,warning,Missing assignment rate above 20%,sample_text_2747,730.16,critical,sample_text_1986,6601188e-454e-46f8-39d3-12e3a2450d73,2025-08-27T20:32:37.203Z,b8378524-c3b6-4652-6983-adbddb7aa9dd,2025-06-22T10:52:29.383Z,sample_text_9963,2aec5726-4c1e-417e-c6cf-9881808fd293,sample_text_6182,2025-08-28T05:15:03.701Z,2026-03-20T16:44:37.514Z
new,aa98b22b-4c67-430d-422d-2b8350d43073,bea0378c-0ade-47b6-e585-84a45ff5f645,942582d6-df90-465e-0a7c-344463dcc5fc,521d1584-627e-495f-893e-82a12f5344be,sample_text_7214,threshold_breach,urgent,Attendance dropped below 90%,sample_text_7790,351.5,critical,sample_text_9402,b3ab5a31-3db7-455f-604b-d752ad0d37c7,,01576ed3-e96e-415a-7c79-d2b4e79c9251,,,53916321-ba31-43c5-4662-702e1f8fc3b9,sample_text_5285,2026-04-02T09:45:12.898Z,2025-06-29T08:45:16.421Z
resolved,0040142b-f008-4b5c-ecc2-5fc65502638e,ba155be0-5a7a-456e-d27e-918de14653a3,31e6dcd8-7b5b-4c54-b419-66da1259c0d7,f3e56a9d-701d-4138-17b4-468168466ac1,sample_text_8515,new_risk_detected,info,New student identified as at-risk,sample_text_8610,902.01,critical,sample_text_1408,7a4c360c-bb74-4deb-f15e-c8b948e7a622,2025-05-23T00:11:15.000Z,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,2025-04-18T06:52:28.646Z,sample_text_6272,1797da59-3197-4d22-4628-5686cdfac972,sample_text_2796,2026-02-12T14:43:57.961Z,2025-12-05T16:09:28.696Z
resolved,6e5e97ca-b466-4a90-e95e-4f24fbb18384,3ff862ab-5f21-4ea5-a94e-056267c1dc1b,0e77db3f-7cdc-48b3-e10c-c05d74f5b464,219980cb-3f77-4414-faeb-5f70b1472a36,sample_text_8473,grade_decline,urgent,Missing assignment rate above 20%,sample_text_1006,518.07,critical,sample_text_9801,1f8bb59a-e0eb-4b2b-fe13-07a0c2675cb8,2025-06-24T10:05:19.193Z,02eac898-e03e-4ede-7167-c2b3f40e7d1a,2025-06-07T01:14:27.935Z,sample_text_6058,92cf908b-38ac-4b5d-0803-1a8f60b5c6b9,sample_text_4174,2026-03-09T05:27:43.770Z,2025-08-03T19:51:31.506Z
in_review,0ec6ba9d-31a1-47af-6e18-e091e4659430,3f60847e-3e8d-4c39-8fed-48caf103b373,2de16969-104d-43a0-bfd9-fe690d9d6eac,545d1106-2b34-4e12-24da-7673253ca1d7,sample_text_7755,chronic_absence,info,Rapid decline in math performance,sample_text_1620,669.61,at_risk,sample_text_8177,b941f6ec-4ce0-4310-9221-6be0482727a0,2025-04-15T22:16:36.844Z,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,2025-10-13T01:32:40.278Z,sample_text_2753,093f659d-b7ea-45cd-f8d9-33ac23698fa0,sample_text_4876,2025-09-22T20:15:42.600Z,2025-05-14T15:16:51.141Z
resolved,1c5e1005-3d4c-4a83-8af9-5da2b98890a2,c5dde937-f934-40e8-2d9a-c05b5caf8b32,8ec11999-7a20-466e-84f7-f134e29d20eb,3a19d003-2447-4c77-d435-69866c42a3e8,sample_text_9657,trend_warning,warning,Rapid decline in math performance,sample_text_4234,910.37,critical,sample_text_2316,b19a9a30-5bc1-42f9-ac14-0842a27abbe0,2025-08-11T08:12:11.928Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2026-03-23T17:56:48.214Z,sample_text_8154,1c838e84-c20a-4ba3-eb30-b5b3f01c4156,sample_text_9488,2026-02-05T08:52:22.070Z,2025-12-10T12:28:11.447Z
new,5885115f-a249-4502-2d70-61c74a68fa8b,37049645-d19e-4713-c3ad-bd487c488e8c,4f6d2f72-e04a-4494-a2d8-a7c9330625ec,2bd4f3bc-df4b-49c7-997f-c11868da495a,sample_text_9702,threshold_breach,urgent,Grade decline detected,sample_text_4226,805.63,critical,sample_text_5809,b19a9a30-5bc1-42f9-ac14-0842a27abbe0,,074f3f9d-1d98-495a-36ce-ea4c10de32e7,,,da56bf9e-670d-458d-06b7-c28efe44bae9,sample_text_5884,2025-07-30T02:42:10.778Z,2025-05-17T08:50:56.628Z
new,7d972ecc-83c2-4958-97d8-3aa6ebacecdd,56068236-a830-425e-1056-a6c756f0642e,8e053e88-8c6b-4a2d-0248-e26f6841348e,94519cc1-bdc7-4549-769e-8964efcea7c6,sample_text_2986,attendance_drop,warning,New student identified as at-risk,sample_text_3630,754.65,at_risk,sample_text_1770,47f67693-54d3-499f-af1f-6dc1264f95f8,,e4a45791-4bec-432e-83c4-834772750abf,,,5859fef3-05c8-484e-150b-75f6cf06c810,sample_text_3588,2026-03-24T10:44:29.256Z,2025-08-26T05:13:26.081Z
in_review,6eff1ea8-2712-44d4-35d5-262819eac328,e955feb3-c0a6-4bde-600d-e8aada68a440,b913d05c-d452-4b8d-58bc-5af42ecc92ad,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,sample_text_3665,consecutive_absences,warning,Attendance dropped below 90%,sample_text_2710,603.98,critical,sample_text_4262,b3ab5a31-3db7-455f-604b-d752ad0d37c7,2025-08-28T19:48:20.423Z,074f3f9d-1d98-495a-36ce-ea4c10de32e7,2025-07-15T20:55:10.732Z,sample_text_1566,81bdd85f-842c-462f-80f2-77e9a08b68bb,sample_text_8448,2025-05-09T18:57:22.999Z,2025-07-20T16:49:19.486Z
new,42997c8c-294f-475d-5ad4-7c4faa07451c,4258761a-8294-4d58-f2e9-c16ee9669c1b,8e053e88-8c6b-4a2d-0248-e26f6841348e,94519cc1-bdc7-4549-769e-8964efcea7c6,sample_text_3411,chronic_absence,warning,New student identified as at-risk,sample_text_9053,499,critical,sample_text_3499,234b0627-79ac-4de2-9e5f-3deaab1f438f,,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,,,7b01d302-0a70-4c31-f833-da69c718f73d,sample_text_4965,2026-03-24T01:24:59.338Z,2025-08-22T17:51:23.719Z
new,a680417d-1860-4718-905b-bb96b5a91f17,4a8f8fcf-ac56-44fe-4a68-71fd0235275b,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,94519cc1-bdc7-4549-769e-8964efcea7c6,sample_text_1931,consecutive_absences,warning,Student at risk of chronic absence,sample_text_8538,774.74,at_risk,sample_text_9701,ade33206-8c00-4f20-4bf1-7781c1eb9609,,6601188e-454e-46f8-39d3-12e3a2450d73,,,9bc1579d-9568-426b-e472-0da17f977ab5,sample_text_800,2025-11-12T16:20:38.985Z,2025-10-12T13:59:33.752Z
in_review,39f6bd55-657f-4027-b47d-845c37e6a77c,36f9780f-037f-443b-bc8c-6b69ac8d1f0d,afb57115-93e2-41e4-19fb-726afc7dc847,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,sample_text_3641,threshold_breach,critical,3+ consecutive absences,sample_text_6331,379.09,critical,sample_text_1358,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,2025-08-21T05:33:15.607Z,699866f4-eda9-4222-4727-7702d9d050eb,2025-12-28T09:21:57.585Z,sample_text_747,da56bf9e-670d-458d-06b7-c28efe44bae9,sample_text_9427,2025-10-29T00:18:57.726Z,2025-08-18T05:39:36.455Z
acknowledged,f9b736ba-3011-446c-0d1d-1dec38f80d27,3a3bf963-6367-4495-93cd-b2bed2ddd653,a37257b2-9391-4433-6110-687c09f379ec,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_3078,grade_decline,urgent,Missing assignment rate above 20%,sample_text_3022,801.32,critical,sample_text_1522,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,2026-01-25T09:41:55.985Z,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,2025-12-27T20:22:57.641Z,sample_text_8841,01063723-1de5-41a1-e5d1-0089f90f19b6,sample_text_4505,2026-02-26T14:34:21.947Z,2026-02-13T09:30:05.664Z
new,ebafa606-4c99-424c-9d1d-3c3e61d0854d,c3f04a35-5547-42f7-b6e6-eec5c81076ba,3e334f12-6fd2-4fbe-3f23-a1309343356d,fecc715c-91cf-4144-4e6d-27d53565cfa5,sample_text_8081,intervention_overdue,warning,Missing assignment rate above 20%,sample_text_2533,339.59,critical,sample_text_1940,faab496b-a78d-4496-aa0f-1f0957801a80,,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,,,22a0a6d0-f90a-40bf-5c2c-2c0d989b6a0d,sample_text_2513,2025-08-29T13:43:09.656Z,2025-08-13T12:40:02.357Z
new,6da41575-2ebe-4898-2836-e0d81bb0fb79,3e2af6d3-1669-444e-a3f5-b49f8fb2bf72,2815d421-fa85-4846-4e67-32f2b052db68,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,sample_text_1414,consecutive_absences,warning,Grade decline detected,sample_text_9261,920.88,at_risk,sample_text_651,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,,65b719d4-a6d4-4c9f-1165-ea0ebe168811,,,01063723-1de5-41a1-e5d1-0089f90f19b6,sample_text_1528,2025-12-09T13:51:25.384Z,2026-02-26T22:22:36.958Z
resolved,d46da066-ce8a-4c25-b156-c9872a10c12c,36f9780f-037f-443b-bc8c-6b69ac8d1f0d,0e77db3f-7cdc-48b3-e10c-c05d74f5b464,e112e16e-d7d4-47de-a1f6-038db1f702ae,sample_text_7886,new_risk_detected,urgent,Intervention overdue for review,sample_text_1399,158.8,at_risk,sample_text_5403,f1f1b656-b2d4-47c0-837f-3221be4d02cd,2025-09-03T14:47:59.326Z,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,2025-11-01T17:19:20.015Z,sample_text_7703,7b01d302-0a70-4c31-f833-da69c718f73d,sample_text_6352,2025-09-22T02:34:28.446Z,2026-02-12T02:45:26.541Z
resolved,fad6fcc2-0256-48a3-9fad-6e46378d1f18,414138e6-0d7d-4dfc-8d57-1f7e2fda6529,6fd51bd1-cbdc-4c3a-0686-e52d7fe6061c,c41be56c-1b03-4f83-3798-7ff82c84c273,sample_text_267,new_risk_detected,urgent,Intervention overdue for review,sample_text_9962,393.88,critical,sample_text_6797,faab496b-a78d-4496-aa0f-1f0957801a80,2025-04-16T11:07:23.259Z,d9edb57f-a55c-4a07-df66-d6f8356c9964,2025-06-22T21:02:37.216Z,sample_text_3226,92cf908b-38ac-4b5d-0803-1a8f60b5c6b9,sample_text_4822,2025-05-30T03:31:46.296Z,2025-08-17T11:37:58.689Z
resolved,77c0c788-7d9e-43b7-f490-dccf0dc837e7,ff197188-dcb1-45e6-c625-0be54a79c7a6,230051a7-77f6-49c9-6d7a-c1c341da56c9,00e48b05-b6cb-410f-1525-6668c44bdb40,sample_text_4536,new_risk_detected,warning,Rapid decline in math performance,sample_text_4178,57.43,critical,sample_text_7634,f8d9b2f5-6abe-4500-e812-54aa85e6d1f7,2025-10-12T17:30:05.593Z,d1707a15-e071-4bbb-65ff-4dfa7f902567,2025-06-01T08:43:41.542Z,sample_text_1494,81bdd85f-842c-462f-80f2-77e9a08b68bb,sample_text_4890,2025-07-04T00:28:06.145Z,2026-04-02T22:12:49.072Z
acknowledged,8bb9ffb1-3adb-4d88-5448-cf479dc26b8c,36f9780f-037f-443b-bc8c-6b69ac8d1f0d,824fd656-898c-4a31-aa57-ef6e1d6c346d,314cdd92-266e-488d-cf88-6e18f6db8ca6,sample_text_6095,consecutive_absences,urgent,Missing assignment rate above 20%,sample_text_51,905.78,at_risk,sample_text_1477,b3ab5a31-3db7-455f-604b-d752ad0d37c7,2026-03-15T17:59:36.740Z,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,2025-12-08T13:23:04.587Z,sample_text_4587,db0d14ad-557f-4320-7a13-8a2d95908763,sample_text_8283,2025-04-29T18:19:56.174Z,2025-10-15T08:48:17.851Z
acknowledged,2ad23e5f-7666-4766-b9b0-5c66b7f3da96,df8eea6b-9dd3-406c-38b5-a84a5958ce7d,44e96aef-1775-4e8c-e285-02e0cadba8e3,521d1584-627e-495f-893e-82a12f5344be,sample_text_4562,trend_warning,info,Student at risk of chronic absence,sample_text_5480,73.28,at_risk,sample_text_1425,fa8263d2-b6b1-4514-4f07-6307b13d93f7,2025-06-21T00:31:11.598Z,ea49fb72-2050-42e2-81c3-091e5dbcc276,2025-12-01T13:21:06.847Z,sample_text_7754,53d17442-b477-40dd-7421-38a81cb807b4,sample_text_936,2025-07-01T22:59:11.711Z,2025-05-13T21:49:32.562Z
resolved,e1656ab2-ab57-49c3-1783-86e5a811ecb0,d433f1e6-6d0b-457e-c35c-cec1872f490f,74996144-2438-4454-03fb-d777b4c9db8b,343e4691-d779-4742-a9b6-c828fbb55b61,sample_text_3609,attendance_drop,urgent,Rapid decline in math performance,sample_text_9720,884.19,critical,sample_text_7028,54566fd8-2ce9-43f1-d9c4-3262fe0540e9,2026-02-10T05:52:27.936Z,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,2025-09-03T12:27:55.800Z,sample_text_3265,8e77bf83-cdbf-4e65-c0fd-b456dae5ca6e,sample_text_3955,2025-07-17T10:42:57.092Z,2026-01-11T21:26:13.395Z
in_review,3ea62192-f172-40b4-03c9-293742382e82,0901b1ee-5691-47c2-d497-49e93857f1a1,4b7cf6ad-bee5-43d3-4470-e6643cf6983e,f0fe80e2-ee98-4631-fd46-bedaa4937130,sample_text_6867,threshold_breach,critical,Intervention overdue for review,sample_text_9478,297.84,at_risk,sample_text_6567,2f694710-7063-42cd-b6b6-33ab87581536,2025-07-17T14:42:07.581Z,b8378524-c3b6-4652-6983-adbddb7aa9dd,2025-12-01T09:38:53.751Z,sample_text_2609,5859fef3-05c8-484e-150b-75f6cf06c810,sample_text_2150,2025-07-01T23:16:04.393Z,2025-12-22T19:36:00.309Z
acknowledged,aca91c32-0567-4cb9-bef6-a0e4b2c5247d,c5dde937-f934-40e8-2d9a-c05b5caf8b32,d914d5ce-2aec-454b-3d59-d028d03124f6,3a19d003-2447-4c77-d435-69866c42a3e8,sample_text_3472,chronic_absence,warning,Missing assignment rate above 20%,sample_text_8733,256.56,critical,sample_text_1072,59b39d5f-196d-4a89-1b1d-30029759628a,2025-09-16T12:39:10.682Z,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,2025-07-06T08:00:56.887Z,sample_text_7136,1b16683a-98b0-4954-e675-86e26360065f,sample_text_67,2025-04-19T11:52:12.756Z,2026-01-02T13:32:00.657Z
new,f2393b6d-956d-4728-79a4-08e5c094c13a,bf8fc72d-ae78-4b7e-536f-84f571f21a33,4459d0bc-ac12-45e0-2241-37b73184e150,b017f20d-2b75-45dd-64d2-722f145a78d0,sample_text_4752,attendance_drop,warning,Rapid decline in math performance,sample_text_8423,483.03,at_risk,sample_text_5927,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,,b19a9a30-5bc1-42f9-ac14-0842a27abbe0,,,da56bf9e-670d-458d-06b7-c28efe44bae9,sample_text_8462,2026-02-01T20:48:14.283Z,2025-09-09T09:51:02.559Z
acknowledged,46dd805c-5c19-46e0-44ca-ee598bbc8b83,8c0f8e45-962d-4307-85e2-6d1b2535acd0,4ca4247e-c61f-4837-bf77-9c36a300d1a6,16c0f045-ad9e-4d23-8922-374a2534b914,sample_text_6394,intervention_overdue,warning,Rapid decline in math performance,sample_text_2578,724.28,critical,sample_text_4169,760e9861-7716-4fc7-6676-f5213f248cda,2025-05-03T21:51:01.286Z,d1707a15-e071-4bbb-65ff-4dfa7f902567,2026-03-10T03:13:11.485Z,sample_text_1482,a27d74e2-2d9c-4728-84c3-cf4dbccaa5ee,sample_text_4304,2026-02-03T09:34:55.926Z,2025-05-22T13:16:42.747Z
acknowledged,a4739a41-a2fd-48b0-74b6-f65b20a9ac39,df8eea6b-9dd3-406c-38b5-a84a5958ce7d,cfed3b67-1de3-46ea-e76f-c89d08ec289a,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,sample_text_5271,grade_decline,critical,Student at risk of chronic absence,sample_text_4032,692.79,critical,sample_text_2797,621e454c-d590-4953-4dc4-27d658cef254,2026-01-24T08:45:03.991Z,234b0627-79ac-4de2-9e5f-3deaab1f438f,2025-05-06T09:01:53.528Z,sample_text_9062,56ce6d7a-11a7-4010-eed8-0ac222e7299e,sample_text_6878,2025-09-18T23:29:03.029Z,2026-01-14T14:31:42.911Z
